cat_id	will_sentence	title	forename	surname	occupation	geog_info	parish_place	county_country	date	first_date	last_date	edoc_id	image_id	year
2530567	W		Roberto	Pepyz					05 November 1605	16051105	16051105	1058070	ID=1058070	1605
2530647	W		Henry	Gooddere	Gentleman	Tinterne, Monmouthshire	Tinterne	Monmouthshire	11 March 1600	16000311	16000311	1020572	ID=1020572	1600
2530648	W	Sir	John	Spencer or Spenser		Oldthorpe, Northamptonshire	Oldthorpe	Northamptonshire	12 January 1600	16000112	16000112	1021220	ID=1021220	1600
2530649	W		Agnes	Page	Widow	South Mimms, Middlesex	South Mimms	Middlesex	15 March 1600	16000315	16000315	1005961	ID=1005961	1600
2530649	W		Alan	Willson		Kendal, Westmorland	Kendal	Westmorland	15 April 1600	16000415	16000415	1005990	ID=1005990	1600
2530649	W		Alexander	Blake					05 August 1600	16000805	16000805	1006191	ID=1006191	1600
2530649	W		Alexander	Englishe		Totnes, Devon	Totnes	Devon	13 March 1600	16000313	16000313	1005958	ID=1005958	1600
2530649	W		Alice	Edes	Widow	Newgate Isle of Wight, Hampshire	Newgate Isle of Wight	Hampshire	17 April 1600	16000417	16000417	1005833	ID=1005833	1600
2530649	W		Alice	Potter	Widow	Edenbridge, Kent	Edenbridge	Kent	09 August 1600	16000809	16000809	1006185	ID=1006185	1600
2530649	W		Alice	Stratford or Stratforde	Widow	Farmcote, Gloucestershire	Farmcote	Gloucestershire	12 January 1600	16000112	16000112	1005826	ID=1005826	1600
2530649	W		Andrew	Duffell	Yeoman	West Thurrock, Essex	West Thurrock	Essex	03 April 1600	16000403	16000403	1006040	ID=1006040	1600
2530649	W		Ann	Madstard		Old Swinford, Worcestershire	Old Swinford	Worcestershire	23 May 1600	16000523	16000523	1006156	ID=1006156	1600
2530649	W		Anne	Lady Hopton	Widow	Wroxton, Oxfordshire	Wroxton	Oxfordshire	25 January 1600	16000125	16000125	1005800	ID=1005800	1600
2530649	W		Anthony	Barowe or Barrow		Avon, Hampshire	Avon	Hampshire	14 April 1600	16000414	16000414	1006025	ID=1006025	1600
2530649	W		Anthony	Burbaige or Burbage	Skinner	London	London		08 March 1600	16000308	16000308	1005939	ID=1005939	1600
2530649	W		Anthony	Kynwolmearshe or Kinwolmershe	Gentleman	Wing, Buckinghamshire	Wing	Buckinghamshire	28 April 1600	16000428	16000428	1006012	ID=1006012	1600
2530649	W		Anthony	Marler	Mercer	London	London		18 January 1600	16000118	16000118	1005814	ID=1005814	1600
2530649	W		Anthony	Skinner	Clothier	Ledbury, Herefordshire	Ledbury	Herefordshire	10 April 1600	16000410	16000410	1006067	ID=1006067	1600
2530649	W		Astanius	de Renialme	Merchant	Blackfriars, City of London	Blackfriars	City of London	10 March 1600	16000310	16000310	1005966	ID=1005966	1600
2530649	W		Augustine	Capline	Woodbroker	Farnhurst, Sussex	Farnhurst	Sussex	30 April 1600	16000430	16000430	1006049	ID=1006049	1600
2530649	W		Barnaby	Claiton alias Claidon or Claydon	Clothier	Bury Saint Mary, Suffolk	Bury Saint Mary	Suffolk	23 April 1600	16000423	16000423	1005982	ID=1005982	1600
2530649	W		Benjamin	Nycolson or Nicolsonne	Gentleman	Shalford, Surrey	Shalford	Surrey	15 February 1600	16000215	16000215	1005912	ID=1005912	1600
2530649	W		Charles	Richardson	Gentleman	Trench Farm, Shropshire	Trench Farm	Shropshire	21 March 1600	16000321	16000321	1005949	ID=1005949	1600
2530649	W		Christopher	Harris		Cranborne, Dorset	Cranborne	Dorset	07 February 1600	16000207	16000207	1005893	ID=1005893	1600
2530649	W		Christopher	Hollister	Bachelor	Westerleigh, Gloucestershire	Westerleigh	Gloucestershire	09 February 1600	16000209	16000209	1005920	ID=1005920	1600
2530649	W		Christopher	Hooper		Saint Paul Malmesbury, Wiltshire	Saint Paul Malmesbury	Wiltshire	19 February 1600	16000219	16000219	1005886	ID=1005886	1600
2530649	W		Christopher	Lemon	Miller	East Smithfield, Middlesex	East Smithfield	Middlesex	28 April 1600	16000428	16000428	1006003	ID=1006003	1600
2530649	W		Christopher	Osborne		London	London		21 April 1600	16000421	16000421	1005984	ID=1005984	1600
2530649	W		Christopher	Thinnilthorpe	Gentleman	Dartmouth, Devon	Dartmouth	Devon	05 August 1600	16000805	16000805	1006184	ID=1006184	1600
2530649	W		Daniell	Tyterye	Gentleman	Wisborough-Green, Sussex	Wisborough-Green	Sussex	08 May 1600	16000508	16000508	1006086	ID=1006086	1600
2530649	W		David	Eaton	Merchant	Salisbury, Wiltshire	Salisbury	Wiltshire	28 February 1600	16000228	16000228	1005855	ID=1005855	1600
2530649	W		David	Lloyde	Alderman	Chester, Cheshire	Chester	Cheshire	22 April 1600	16000422	16000422	1006014	ID=1006014	1600
2530649	W		Dorothy	Morgan		More Crichel, Dorset	More Crichel	Dorset	01 February 1600	16000201	16000201	1005932	ID=1005932	1600
2530649	W		Edmund	Brode or Brad	Gentleman	Clent, Worcestershire	Clent	Worcestershire	26 April 1600	16000426	16000426	1006044	ID=1006044	1600
2530649	W		Edmund	Burie	Gentleman	Chelmsford, Essex	Chelmsford	Essex	29 May 1600	16000529	16000529	1006133	ID=1006133	1600
2530649	W		Edward	Ashe	Gentleman	Boston, Lincolnshire	Boston	Lincolnshire	24 January 1600	16000124	16000124	1005835	ID=1005835	1600
2530649	W		Edward	Baxter	Tanner	Great Malvern, Worcestershire	Great Malvern	Worcestershire	14 February 1600	16000214	16000214	1005890	ID=1005890	1600
2530649	W		Edward	Cradocke or Craddock	Gentleman	Northampton, Northamptonshire	Northampton	Northamptonshire	04 February 1600	16000204	16000204	1005856	ID=1005856	1600
2530649	W		Edward	Ellis	Mariner	Rotherhithe, Kent	Rotherhithe	Kent	30 May 1600	16000530	16000530	1006148	ID=1006148	1600
2530649	W		Edward	Hayward	Husbandman	Durnford Magna, Wiltshire	Durnford Magna	Wiltshire	08 February 1600	16000208	16000208	1005921	ID=1005921	1600
2530649	W		Edward	Marche	Gentleman	Ely, Cambridgeshire	Ely	Cambridgeshire	09 February 1600	16000209	16000209	1005933	ID=1005933	1600
2530649	W		Edward	Oglethorpe	Gentleman	Whitechapel, Middlesex	Whitechapel	Middlesex	09 April 1600	16000409	16000409	1005989	ID=1005989	1600
2530649	W		Edward	Skipwithe	Gentleman	Westminster, Middlesex	Westminster	Middlesex	12 March 1600	16000312	16000312	1005960	ID=1005960	1600
2530649	W		Edward	Wallwyn	Gentleman	Bishops' Cleeve, Gloucestershire	Bishops' Cleeve	Gloucestershire	16 April 1600	16000416	16000416	1006042	ID=1006042	1600
2530649	W		Elizabeth	Bellingham	Wife	Oxford, Oxfordshire	Oxford	Oxfordshire	17 April 1600	16000417	16000417	1006056	ID=1006056	1600
