cat_id	will_sentence	title	forename	surname	occupation	geog_info	parish_place	county_country	date	first_date	last_date	edoc_id	image_id	year
2531082	W		Isaac	Desesars or Deceser	Mariner now belonging to Her Majesty's Ship Deal Castle				23 September 1723	17230923	17230923	694664	ID=694664	1723
2531126	W		Abel	Bunning	Clerk, Rector	Aller, Somerset	Aller	Somerset	20 February 1720	17200220	17200220	624002	ID=624002	1720
2531126	W		Abell	Roberts or Robards	Apothecary	Cricklade, Wiltshire	Cricklade	Wiltshire	08 February 1720	17200208	17200208	624186	ID=624186	1720
2531126	W		Abigall	Bell		Wapping Stepney, Middlesex	Wapping Stepney	Middlesex	04 February 1720	17200204	17200204	623995	ID=623995	1720
2531126	W		Adam	Postern	Baker	Twickenham, Middlesex	Twickenham	Middlesex	23 February 1720	17200223	17200223	624177	ID=624177	1720
2531126	W		Alexander	Bibby	Sword Cuttler	Saint Martin in the Fields, Middlesex	Saint Martin in the Fields	Middlesex	22 January 1720	17200122	17200122	623743	ID=623743	1720
2531126	W		Alexander	Renton	Gentleman	Deal, Kent	Deal	Kent	08 February 1720	17200208	17200208	624182	ID=624182	1720
2531126	W		Alice	Mason	Widow	Wapping Stepney, Middlesex	Wapping Stepney	Middlesex	22 February 1720	17200222	17200222	624151	ID=624151	1720
2531126	W		Andrew	Cornelinson	Mariner	Saint Paul Shadwell, Middlesex	Saint Paul Shadwell	Middlesex	26 January 1720	17200126	17200126	623770	ID=623770	1720
2531126	W		Ann	Small		Louth, Lincolnshire	Louth	Lincolnshire	12 February 1720	17200212	17200212	624212	ID=624212	1720
2531126	W		Ann	Tipping	Widow	Kensington, Middlesex	Kensington	Middlesex	07 January 1720	17200107	17200107	623966	ID=623966	1720
2531126	W		Ann	Williams	Widow	Saint Giles in the Fields, Middlesex	Saint Giles in the Fields	Middlesex	14 January 1720	17200114	17200114	623973	ID=623973	1720
2531126	W		Ann or Anne	Whaley	Spinster	Kensington, Middlesex	Kensington	Middlesex	20 February 1720	17200220	17200220	624240	ID=624240	1720
2531126	W		Anna	Bayley	Widow	Colney Hatch, Middlesex	Colney Hatch	Middlesex	18 January 1720	17200118	17200118	623744	ID=623744	1720
2531126	W		Anna	Sykes	Spinster	Saint James's Westminster, Middlesex	Saint James's Westminster	Middlesex	27 February 1720	17200227	17200227	624202	ID=624202	1720
2531126	W		Anna Maria	Francis	Spinster	Buckingham, Buckinghamshire	Buckingham	Buckinghamshire	27 February 1720	17200227	17200227	624069	ID=624069	1720
2531126	W		Anne	Duffin	Widow	Great Marlow, Buckinghamshire	Great Marlow	Buckinghamshire	26 February 1720	17200226	17200226	624058	ID=624058	1720
2531126	W		Anne	Lyte	Spinster	Saint Andrew Holborn, Middlesex	Saint Andrew Holborn	Middlesex	01 February 1720	17200201	17200201	624136	ID=624136	1720
2531126	W		Anne	Moon	Widow	Fulham, Middlesex	Fulham	Middlesex	26 February 1720	17200226	17200226	624143	ID=624143	1720
2531126	W		Anne	Towne	Widow	Worminghall, Buckinghamshire	Worminghall	Buckinghamshire	04 February 1720	17200204	17200204	624230	ID=624230	1720
2531126	W		Anne	Watkins	Widow	Saint Giles in the Fields, Middlesex	Saint Giles in the Fields	Middlesex	26 February 1720	17200226	17200226	624259	ID=624259	1720
2531126	W		Annetoinette	Griel	Widow				20 February 1720	17200220	17200220	624084	ID=624084	1720
2531126	W		Archibald	Graham	Surgeon's Mate to His Majesty's Ship Diamond				10 January 1720	17200110	17200110	623832	ID=623832	1720
2531126	W		Arthur	Hyde	Leather Dresser	Milborne Port, Somerset	Milborne Port	Somerset	27 February 1720	17200227	17200227	624097	ID=624097	1720
2531126	W		Bartholomew	Allvis otherwise Allways	Mariner	Saint Mary Bethow, City of London	Saint Mary Bethow	City of London	04 February 1720	17200204	17200204	623988	ID=623988	1720
2531126	W		Bartholomew	Elliott	Gentleman	Willesden, Middlesex	Willesden	Middlesex	23 January 1720	17200123	17200123	623814	ID=623814	1720
2531126	W		Bartholomew	Smith		Winchester, Hampshire	Winchester	Hampshire	24 February 1720	17200224	17200224	624193	ID=624193	1720
2531126	W		Benjamin	Deverall alias Deverell		Virginia, North America	Virginia	North America	01 February 1720	17200201	17200201	624048	ID=624048	1720
2531126	W		Bethia	Lyford	Widow	Saint Katherine by the Tower, City of London	Saint Katherine by the Tower	City of London	02 January 1720	17200102	17200102	623889	ID=623889	1720
2531126	W		Blackiston	Hedley	Mariner but now belonging to His Majesty's Ship Essex	Greenwich, Kent	Greenwich	Kent	12 February 1720	17200212	17200212	624113	ID=624113	1720
2531126	W		Bolton	Smith	Mariner belonging to Her Majesty's Ship Suffolk				05 February 1720	17200205	17200205	624207	ID=624207	1720
2531126	W		Bridgett	Palmer	Widow	Enfield, Middlesex	Enfield	Middlesex	04 February 1720	17200204	17200204	624179	ID=624179	1720
2531126	W		Capel	Story	Mariner belonging to His Majesty's Ship Superb				22 February 1720	17200222	17200222	624216	ID=624216	1720
2531126	W		Charles	Allen	Gentleman	Saint James Westminster, Middlesex	Saint James Westminster	Middlesex	05 January 1720	17200105	17200105	623735	ID=623735	1720
2531126	W		Charles	Farr	Gentleman	Beaminster, Dorset	Beaminster	Dorset	13 January 1720	17200113	17200113	623823	ID=623823	1720
2531126	W		Charles	Linton	Yeoman	Tooting Graveney, Surrey	Tooting Graveney	Surrey	18 January 1720	17200118	17200118	623882	ID=623882	1720
2531126	W		Charles	Musters		Saint Giles in the Fields, Middlesex	Saint Giles in the Fields	Middlesex	12 January 1720	17200112	17200112	623908	ID=623908	1720
2531126	W		Charles	Paice	Yeoman	Heckfield, Hampshire	Heckfield	Hampshire	18 February 1720	17200218	17200218	624165	ID=624165	1720
2531126	W		Charles	Symms	Mariner	Bristol, Gloucestershire	Bristol	Gloucestershire	09 January 1720	17200109	17200109	623954	ID=623954	1720
2531126	W		Charles	Vandamme or Van Damme		Antwerp, Brabant	Antwerp	Brabant	19 January 1720	17200119	17200119	623970	ID=623970	1720
2531126	W		Charlote or Charlotte	Lady Alston					03 February 1720	17200203	17200203	623990	ID=623990	1720
2531126	W		Cornelis	Wittenoom	Gentleman	Saint Leonard Shoreditch, Middlesex	Saint Leonard Shoreditch	Middlesex	28 January 1720	17200128	17200128	623982	ID=623982	1720
2531126	W		Daniel	Blachford	Gentleman	Fordingbridge, Hampshire	Fordingbridge	Hampshire	01 February 1720	17200201	17200201	624001	ID=624001	1720
2531126	W		Daniel	Hill	Woolstapler	Hitchin, Hertfordshire	Hitchin	Hertfordshire	18 January 1720	17200118	17200118	623851	ID=623851	1720
2531126	W		Daniel	Moor	Barber Surgeon	London	London		23 January 1720	17200123	17200123	623915	ID=623915	1720
2531126	W		Deliana	Sykes	Spinster	Saint James Westminster, Middlesex	Saint James Westminster	Middlesex	27 February 1720	17200227	17200227	624204	ID=624204	1720
2531126	W		Dorothea	Potter	Spinster	Preston next Faversham, Kent	Preston next Faversham	Kent	19 January 1720	17200119	17200119	623928	ID=623928	1720
2531126	W		Dorothy	Hutchinson	Widow	Wandsworth, Surrey	Wandsworth	Surrey	29 February 1720	17200229	17200229	624107	ID=624107	1720
2531126	W		Dorothy	Watkinson	Widow	Cannon Street, City of London	Cannon Street	City of London	04 January 1720	17200104	17200104	623975	ID=623975	1720
2531126	W		Edmund	Hale	Merchant	Exeter, Devon	Exeter	Devon	29 January 1720	17200129	17200129	623857	ID=623857	1720
2531126	W		Edward	Acton	Clerk, Rector	Bentworth, Hampshire	Bentworth	Hampshire	12 February 1720	17200212	17200212	623986	ID=623986	1720
2531126	W		Edward	Bradford		Aston Rowant, Oxfordshire	Aston Rowant	Oxfordshire	28 January 1720	17200128	17200128	623750	ID=623750	1720
2531126	W		Edward	Burnham	Mariner	Stepney, Middlesex	Stepney	Middlesex	24 February 1720	17200224	17200224	624010	ID=624010	1720
2531126	W		Edward	Clarke	Victualler	Saint Dunstan Stepney, Middlesex	Saint Dunstan Stepney	Middlesex	01 February 1720	17200201	17200201	624028	ID=624028	1720
