cat_id	will_sentence	title	forename	surname	occupation	geog_info	parish_place	county_country	date	first_date	last_date	edoc_id	image_id	year
2531008	W		Aaron	Whitefoote or Whitefoot	Mariner	Island of Jersey	Island of Jersey		12 February 1700	17000212	17000212	649873	ID=649873	1700
2531008	W		Abigail	Everard	Maiden	Aveley, Essex	Aveley	Essex	09 January 1700	17000109	17000109	649588	ID=649588	1700
2531008	W		Abraham	Harris	Mariner	Saint Stephen, Cornwall	Saint Stephen	Cornwall	05 February 1700	17000205	17000205	649802	ID=649802	1700
2531008	W		Abraham	Wilde	Mariner	Stepney, Middlesex	Stepney	Middlesex	08 January 1700	17000108	17000108	649712	ID=649712	1700
2531008	W		Adam	Elliott	Clerk	Saint James Duke's Place, Ciy of London	Saint James Duke's Place	City of London	09 February 1700	17000209	17000209	649776	ID=649776	1700
2531008	W		Adam	Spencer	Merchant	Bruges, Flanders	Bruges	Flanders	12 February 1700	17000212	17000212	649858	ID=649858	1700
2531008	W		Alexander	Holt		City of London	City of London		18 January 1700	17000118	17000118	649619	ID=649619	1700
2531008	W		Alexander	Penington	Mariner belonging to His Majesty's Ship Bredah	Saint Faith, City of London	Saint Faith	City of London	09 January 1700	17000109	17000109	649667	ID=649667	1700
2531008	W		Alice	Loveden	Widow	Buscot, Berkshire	Buscot	Berkshire	02 March 1700	17000302	17000302	649903	ID=649903	1700
2531008	W		Alice	Mourte	Widow	Saint Ann Westminster, Middlesex	Saint Ann Westminster	Middlesex	29 January 1700	17000129	17000129	649652	ID=649652	1700
2531008	W		Alice	Mowden	Widow	Putney, Surrey	Putney	Surrey	19 February 1700	17000219	17000219	649826	ID=649826	1700
2531008	W		Alice	Willis	Widow	London	London		26 February 1700	17000226	17000226	649872	ID=649872	1700
2531008	W		Allen	Stevenson	Merchant	Chester, Cheshire	Chester	Cheshire	03 January 1700	17000103	17000103	649693	ID=649693	1700
2531008	W		Allice	Cooper alias Stening	Spinster	Farnehurst, Hampshire	Farnehurst	Hampshire	08 February 1700	17000208	17000208	649768	ID=649768	1700
2531008	W		Andrew	Morris	Cheesemonger	Saint Mary Whitechapel, Middlesex	Saint Mary Whitechapel	Middlesex	04 January 1700	17000104	17000104	649648	ID=649648	1700
2531008	W		Andrew	Stuckey	Merchant	Plymouth, Devon	Plymouth	Devon	04 January 1700	17000104	17000104	649678	ID=649678	1700
2531008	W		Ann	Flavell	Widow	Whitechapel, Middlesex	Whitechapel	Middlesex	02 January 1700	17000102	17000102	649595	ID=649595	1700
2531008	W		Ann	Jones					10 January 1700	17000110	17000110	649621	ID=649621	1700
2531008	W		Anne	Barnwell	Widow	Saint Clement Danes, Middlesex	Saint Clement Danes	Middlesex	26 January 1700	17000126	17000126	649559	ID=649559	1700
2531008	W		Anne	Crouch	Widow	Saint Andrew Holborn, Middlesex	Saint Andrew Holborn	Middlesex	08 January 1700	17000108	17000108	649571	ID=649571	1700
2531008	W		Anne	Isaacson	Spinster	Saint Anne Westminster, Middlesex	Saint Anne Westminster	Middlesex	09 March 1700	17000309	17000309	649896	ID=649896	1700
2531008	W		Anne	Mead	Widow	Saint Alphage, City of London	Saint Alphage	City of London	21 March 1700	17000321	17000321	649914	ID=649914	1700
