cat_id	will_sentence	title	forename	surname	occupation	geog_info	parish_place	county_country	date	first_date	last_date	edoc_id	image_id	year
2530728	W		Thomas	Wilkins	Shepherd	Ladbrooke, Warwickshire	Ladbrooke	Warwickshire	19 June 1737	17370619	17370619	939918	ID=939918	1737
2531183	W		Olimpia	Senegat or Mourillard	Widow	Amsterdam	Amsterdam		30 April 1730	17300430	17300430	679895	ID=679895	1730
2531184	S		Jacob	Mulford		Hickfield, Hampshire	Hickfield	Hampshire	18 June 1730	17300618	17300618	710079	ID=710079	1730
2531184	S		Jacob	Walsingham	Widower	Little Chesterford, Essex	Little Chesterford	Essex	17 February 1730	17300217	17300217	710062	ID=710062	1730
2531189	W		Aaron	Weare	Salesman	Saint Andrew Holborn, Middlesex	Saint Andrew Holborn	Middlesex	08 January 1730	17300108	17300108	636524	ID=636524	1730
2531189	W		Abel	Hirst	Yeoman	Leicester, Leicestershire	Leicester	Leicestershire	15 January 1730	17300115	17300115	636387	ID=636387	1730
2531189	W		Abigael	Kenneir	Widow	Saint Paul Covent Garden, Middlesex	Saint Paul Covent Garden	Middlesex	26 January 1730	17300126	17300126	636407	ID=636407	1730
2531189	W		Abraham	Gaon		Amsterdam	Amsterdam		05 February 1730	17300205	17300205	636638	ID=636638	1730
2531189	W		Abraham	Pereira		Amsterdam	Amsterdam		27 January 1730	17300127	17300127	636456	ID=636456	1730
2531189	W		Alice	Bateman	Widow	Saint Andrew Holborn, Middlesex	Saint Andrew Holborn	Middlesex	26 February 1730	17300226	17300226	636582	ID=636582	1730
2531189	W		Andrew	Crisp	Gentleman	Saint Margaret Westminster, Middlesex	Saint Margaret Westminster	Middlesex	27 January 1730	17300127	17300127	636347	ID=636347	1730
2531189	W		Andrew	Lyne	Gentleman	Barnefield, Hampshire	Barnefield	Hampshire	14 February 1730	17300214	17300214	636684	ID=636684	1730
2531189	W		Andrew	Pitcarne alias Wheler or Wheeler		City of Westminster, Middlesex	City of Westminster	Middlesex	14 January 1730	17300114	17300114	636454	ID=636454	1730
2531189	W		Andrew	Prince	Gentleman	Downton, Wiltshire	Downton	Wiltshire	29 January 1730	17300129	17300129	636458	ID=636458	1730
2531189	W		Andrew or Abraham	Wade	Victualler	Saint Andrew Holborn, Middlesex	Saint Andrew Holborn	Middlesex	09 January 1730	17300109	17300109	636523	ID=636523	1730
2531189	W		Ann	Dodemead	Wife	Saint Paul Covent Garden, Middlesex	Saint Paul Covent Garden	Middlesex	31 January 1730	17300131	17300131	636362	ID=636362	1730
2531189	W		Ann	Hackshaw	Widow	London	London		23 February 1730	17300223	17300223	636668	ID=636668	1730
2531189	W		Ann	Juce	Widow	Lambeth, Surrey	Lambeth	Surrey	25 February 1730	17300225	17300225	636675	ID=636675	1730
2531189	W		Ann	Kennell	Spinster	Saint James Westminster, Middlesex	Saint James Westminster	Middlesex	04 February 1730	17300204	17300204	636676	ID=636676	1730
2531189	W		Ann	Pangborne	Spinster	Saint Katherine by the Tower, Middlesex	Saint Katherine by the Tower	Middlesex	02 January 1730	17300102	17300102	636444	ID=636444	1730
2531189	W		Ann	Price	Widow	Burford, Shropshire	Burford	Shropshire	18 February 1730	17300218	17300218	636720	ID=636720	1730
2531189	W		Ann	Rumbold	Widow	Saint Margaret Westminster, Middlesex	Saint Margaret Westminster	Middlesex	16 January 1730	17300116	17300116	636471	ID=636471	1730
2531189	W		Ann	Schellinger	Widow	Saint Margaret Westminster, Middlesex	Saint Margaret Westminster	Middlesex	03 January 1730	17300103	17300103	636479	ID=636479	1730
2531189	W		Ann	Warren	Widow	Saint Botolph without Bishopsgate, City of London	Saint Botolph without Bishopsgate	City of London	09 February 1730	17300209	17300209	636521	ID=636521	1730
